text,img,aspect,label
The Bradbury Building is one of my favorite characters in D . O . A . ( 1950 ) . # 31DaysOfTCMFF # tcmff # EdmondOBrien @ tcm,93536.jpg,Bradbury Building,2
RT @ sounderatheart : That Marcelo Sarvas stomp on Clint Dempsey was pretty ugly,410665.jpg,Marcelo Sarvas,0
RT @ sounderatheart : That Marcelo Sarvas stomp on Clint Dempsey was pretty ugly,410665.jpg,Clint Dempsey,1
RT @ ross rlz : Sam Levene originated the role of Nathan Detroit on the stage . # TCMParty,93327.jpg,Sam Levene,1
RT @ ross rlz : Sam Levene originated the role of Nathan Detroit on the stage . # TCMParty,93327.jpg,Nathan Detroit,1
"RT @ History Pics : Today in 1953 : The coronation of Queen Elizabeth II took place in Westminster Abbey , London .",1706439.jpg,Elizabeth II,1
"RT @ History Pics : Today in 1953 : The coronation of Queen Elizabeth II took place in Westminster Abbey , London .",1706439.jpg,Westminster Abbey,1
"RT @ History Pics : Today in 1953 : The coronation of Queen Elizabeth II took place in Westminster Abbey , London .",1706439.jpg,London,1
Eric Afable looking great for his wedding day today . Dressed and fitted by Black Tie Formalwear . # wedding # tux,980945.jpg,Eric Afable,2
Eric Afable looking great for his wedding day today . Dressed and fitted by Black Tie Formalwear . # wedding # tux,980945.jpg,Black Tie Formalwear,2
RT @ SouthPark : Check out the new Randy shirts in the Shop !,449792.jpg,Randy,2
RT @ PATTERNITWEET : TOAST SETTING Photo by Sean Woodrow amp David Corns,1855393.jpg,TOAST SETTING,1
RT @ PATTERNITWEET : TOAST SETTING Photo by Sean Woodrow amp David Corns,1855393.jpg,Sean Woodrow,1
RT @ PATTERNITWEET : TOAST SETTING Photo by Sean Woodrow amp David Corns,1855393.jpg,David Corns,1
RT @ FootyHumour : Sums up Argentina in this World Cup .,1931560.jpg,Argentina,0
RT @ FootyHumour : Sums up Argentina in this World Cup .,1931560.jpg,World Cup,1
RT @ RTGIFS : David Robinson puts it down ! !,20162.jpg,David Robinson,2
"I love animals , so nice to see them getting along ! Here are our dogs , Greek and Salem , laying together @ ELM LiveWire",515969.jpg,Greek,2
"I love animals , so nice to see them getting along ! Here are our dogs , Greek and Salem , laying together @ ELM LiveWire",515969.jpg,Salem,2
Principal Clif Alexander teaching students at Six Mile Elementary to # NeverForget 9 11,705468.jpg,Six Mile Elementary,1
RT @ HuffingtonPost : A Krispy Kreme donut hot dog covered in bacon now exists,46143.jpg,Krispy Kreme,1
# Syria refugee kids locked up in # Egypt police stations get skin diseases due to horrid conditions amp no natural light,1026603.jpg,# Syria,0
# Syria refugee kids locked up in # Egypt police stations get skin diseases due to horrid conditions amp no natural light,1026603.jpg,# Egypt,0
Of course Tesla has a solar camera battery to document their Gigafatory buildout Video,1116776.jpg,Gigafatory,1
"RT @ Glamberttt : I think that Adam and Sauli are having fun right now at their bedroom , a lot of fun . . . Morning sex D . . . . . .",21499.jpg,Adam,2
"RT @ Glamberttt : I think that Adam and Sauli are having fun right now at their bedroom , a lot of fun . . . Morning sex D . . . . . .",21499.jpg,Sauli,2
RT @ CoachellaFSHN : Lido and Halsey,67580.jpg,Lido,1
RT @ CoachellaFSHN : Lido and Halsey,67580.jpg,Halsey,1
No one has ever become poor by giving . Anne Frank,48522.jpg,Anne Frank,1
Quick ! Last day to grab our Exclusive SpaceCadet Project Bags by Knerd !,231261.jpg,Knerd,2
ICYMI : Chinese Navy Ships Undertook # InnocentPassage In U . S . Territorial Waters ( STORY ),154572.jpg,Chinese Navy,1
. @ EMCIsilon is a scale - out standout in the latest Gartner report :,111598.jpg,Gartner,1
"Pretty , minimalist fashion illustrations by Tobie Giddio",1995426.jpg,Tobie Giddio,2
RT @ SportsCenter : Intense . . . Ronda Rousey and Bethe Correia are ready for UFC 190 .,74039.jpg,Ronda Rousey,1
RT @ SportsCenter : Intense . . . Ronda Rousey and Bethe Correia are ready for UFC 190 .,74039.jpg,Bethe Correia,1
RT @ SportsCenter : Intense . . . Ronda Rousey and Bethe Correia are ready for UFC 190 .,74039.jpg,UFC,1
RT @ eyeonnewroc : New york state thruway,1837247.jpg,New york,0
"Tim Dog , RIP . # PenicillinonCotton",94307.jpg,Tim Dog,0
RT @ rabbleca : Harper plans to privatize First Nations water services . WHY ? # cdnpoli,49676.jpg,Harper,1
RT @ rabbleca : Harper plans to privatize First Nations water services . WHY ? # cdnpoli,49676.jpg,First Nations,1
Shhh ! ! ! Ralph is sleeping ! ! ! Lol,1289558.jpg,Ralph,2
RT @ TheKOQ : Look what they bought me at Radio Shack ! - Arthur # SwitchSitters # TheKingofQueens,128037.jpg,Radio Shack,1
"Yes , indeed , we have a sloth . He lives in the Lion House while his home is being renovated . Photo by Marianne Hale",1285073.jpg,Lion House,1
"Yes , indeed , we have a sloth . He lives in the Lion House while his home is being renovated . Photo by Marianne Hale",1285073.jpg,Marianne Hale,1
"RT @ revbillytalen : At 10 : 56 pm ET on July 20 , 1969 , Neil Armstrong stepped onto the moon .",729176.jpg,ET,1
RT @ MMDA : LIVE : # MMShakeDrill Simulated Helicopter Rescue at ASEANA Command Center .,529322.jpg,ASEANA Command Center,1
"RT @ warriors : Steph Curry ' s so good , even Kanye smiles . # MVP",74728.jpg,Steph Curry,2
"RT @ warriors : Steph Curry ' s so good , even Kanye smiles . # MVP",74728.jpg,Kanye,2
"RT @ warriors : Steph Curry ' s so good , even Kanye smiles . # MVP",74728.jpg,# MVP,2
"Worst part about being in HEB , everyone knows where I live . Also , everyone knows that we get free PPV .",237510.jpg,HEB,0
This is why I ' m the favorite child . . . Cause I bring lunch to @ AimeeRNqt all the way in Stockton,74657.jpg,Stockton,1
A beautiful night time photo of the Sydney Opera house in Sydney Australia . ( Photo by Glen Anderson ) # Travel,2134295.jpg,Sydney Opera house,2
A beautiful night time photo of the Sydney Opera house in Sydney Australia . ( Photo by Glen Anderson ) # Travel,2134295.jpg,Sydney Australia,1
A beautiful night time photo of the Sydney Opera house in Sydney Australia . ( Photo by Glen Anderson ) # Travel,2134295.jpg,Glen Anderson,1
RT @ wcaleb : Found in papers of historian Barnes Lathrop .,1108788.jpg,Barnes Lathrop,1
RT @ SubculturedArts : Underwater Study 2826 by Howard Schatz @ HowardSchatz1,829694.jpg,Howard Schatz,1
Got the # teas like Jagger ?,1034000.jpg,Jagger,1
RT @ businessinsider : Online shopping has arrived in North Korea,35049.jpg,North Korea,1
RT @ LoganLerman : Last day of shooting on Percy Jackson 2 .,955705.jpg,Percy Jackson 2,1
RT @ geertwilderspvv : ISIS - execution in Palmyra . # thugs # nomoreislam,517436.jpg,Palmyra,0
# Twinning with @ PeteWeberSports on # HockeyFightsCancer night in Nashville . @ nhlties,507852.jpg,Nashville,1
RT @ GuardianUS : Netflix and YouTube now make up a majority of US internet traffic . See for yourself :,67792.jpg,Netflix,2
RT @ GuardianUS : Netflix and YouTube now make up a majority of US internet traffic . See for yourself :,67792.jpg,YouTube,2
RT @ GuardianUS : Netflix and YouTube now make up a majority of US internet traffic . See for yourself :,67792.jpg,US,1
Thank you @ MISSOR2013 Allison Cook for an outstanding year of service ! Allison crowns # MissOR2014 this weekend .,464371.jpg,Allison Cook,2
Thank you @ MISSOR2013 Allison Cook for an outstanding year of service ! Allison crowns # MissOR2014 this weekend .,464371.jpg,Allison,2
RT @ extra3 : # JesuisSepp und Bernie . # Blatter # BlatterOut # FIFA,607369.jpg,Bernie,0
RT @ extra3 : # JesuisSepp und Bernie . # Blatter # BlatterOut # FIFA,607369.jpg,# Blatter,0
"RT @ UKenyatta : With the new Inspector General of Police , Joseph Boinett .",1007125.jpg,Joseph Boinett,1
RT @ Phrases Cultes : Martin Luther King .,1772642.jpg,Martin Luther King,1
What a lark ! Filming Mrs . Dalloway documentary at British Library for their online collection .,541490.jpg,Dalloway,2
What a lark ! Filming Mrs . Dalloway documentary at British Library for their online collection .,541490.jpg,British Library,1
gt lt gt The thief comes only to # steal and kill and # destroy . John 10 : 10a ESV,157622.jpg,John,1
RT @ RoyalTramps : Why we love Karl ! His Bold words . . . . .,517291.jpg,Karl,2
Oil Drops Sharply as IEA Expects Inventories to Rise - via @ YahooFinance,791319.jpg,IEA,1
RT @ BuzzFeed : NHL Player ' s Daughter Writes Adorable Letter Asking Team To Trade For Him So He Can Come Home,71407.jpg,NHL,1
RT @ mattcawby : Air China 747 - 8i B - 2481 departing Paine Field on a short VFR flight,722440.jpg,Air China 747 - 8i,1
RT @ mattcawby : Air China 747 - 8i B - 2481 departing Paine Field on a short VFR flight,722440.jpg,VFR,1
"RT @ Markfergusonuk : Lucy Howarth , aged 6 , is the voice of a nation today",50186.jpg,Lucy Howarth,2
RT @ BestMusicLyric : Pink Floyd,8158.jpg,Pink Floyd,1
RT @ ESPNNFL : Pretty cool scene in San Francisco pregame on the 200th anniversary of the Star Spangled Banner .,14800.jpg,San Francisco,1
RT @ ESPNNFL : Pretty cool scene in San Francisco pregame on the 200th anniversary of the Star Spangled Banner .,14800.jpg,Star Spangled Banner,2
"The dynamic architecture of St . Paul , Minnesota",71180.jpg,Minnesota,1
RT @ mjesusgz : Royal Red Lilies by Alan Wolton - # pintura # art # artwit # twitart # fineart # painting,65477.jpg,Royal Red Lilies,1
RT @ mjesusgz : Royal Red Lilies by Alan Wolton - # pintura # art # artwit # twitart # fineart # painting,65477.jpg,Alan Wolton,1
"RT @ AmericanaFest : Robert Allen Zimmerman was born on May 24th 1941 in Duluth , MN . Happy Birthday , Bob !",1444271.jpg,Robert Allen Zimmerman,1
"RT @ AmericanaFest : Robert Allen Zimmerman was born on May 24th 1941 in Duluth , MN . Happy Birthday , Bob !",1444271.jpg,Duluth,1
"RT @ AmericanaFest : Robert Allen Zimmerman was born on May 24th 1941 in Duluth , MN . Happy Birthday , Bob !",1444271.jpg,MN,1
"RT @ AmericanaFest : Robert Allen Zimmerman was born on May 24th 1941 in Duluth , MN . Happy Birthday , Bob !",1444271.jpg,Bob,2
"The most improved APM Maturity award goes to : Great American Insurance ! # apmperform , @ CompuwareAPM",6274.jpg,APM Maturity award,1
"The most improved APM Maturity award goes to : Great American Insurance ! # apmperform , @ CompuwareAPM",6274.jpg,Great American Insurance,2
"RT @ StoryOfEarth : Aurora Borealis , Iceland .",1107357.jpg,Aurora Borealis,1
Creativity comes from the freedom to fail . Peter Gabriel # amwriting # writing # writingtip,734707.jpg,Peter Gabriel,1
"RT @ HistoryInPics : The Batmobile , 1965",675823.jpg,Batmobile,1
Onlookers all the way to platform across the street on Shanghai st . # OccupyHK,1815599.jpg,Shanghai,1
@ KipchumbaAtanas Read the KANU marketers .,970882.jpg,KANU,1
After their 13 year old sons drowned in the # Bronx River on Friday two mothers call for change . More on @ PIX11News,598583.jpg,# Bronx River,1
RT @ ChiLoopAlliance : Crews uncovered old streetcar rails yesterday while working on the BRT project in the Loop . HT @ ChicagosMayor,72943.jpg,BRT,1
@ ShaneFarthing : . @ bmorebikes kicking things off at @ BikeMaryland symposium in Annapolis . # mdbike15,481104.jpg,Annapolis,1
Rep . Coble Apologizes for disappointing those who wanted him to run for re - election .,418335.jpg,Coble,0
When your family goes to Red Sox game without you,74945.jpg,Red Sox game,1
"What do health heroes look like ? Dr Lucille Corti died AIDS 1996 , Dr Lukwiya died Ebola 2000 . 52yrs serving # Uganda",13468.jpg,Dr Lucille Corti,2
"What do health heroes look like ? Dr Lucille Corti died AIDS 1996 , Dr Lukwiya died Ebola 2000 . 52yrs serving # Uganda",13468.jpg,AIDS,0
"What do health heroes look like ? Dr Lucille Corti died AIDS 1996 , Dr Lukwiya died Ebola 2000 . 52yrs serving # Uganda",13468.jpg,Dr Lukwiya,2
"What do health heroes look like ? Dr Lucille Corti died AIDS 1996 , Dr Lukwiya died Ebola 2000 . 52yrs serving # Uganda",13468.jpg,Ebola,0
"What do health heroes look like ? Dr Lucille Corti died AIDS 1996 , Dr Lukwiya died Ebola 2000 . 52yrs serving # Uganda",13468.jpg,# Uganda,1
British ambassador to Qatar H . H . Nicholas Hopton launching The British Festival .,562396.jpg,Qatar,1
British ambassador to Qatar H . H . Nicholas Hopton launching The British Festival .,562396.jpg,The British Festival,2
RT @ ChrisMegerian : Statement from Brown spokesman on opposition to current version of SB 32,720040.jpg,Brown,1
RT @ ChrisMegerian : Statement from Brown spokesman on opposition to current version of SB 32,720040.jpg,SB 32,1
Sailing Boat on the River Waveney in The Broads National Park . See more :,13330.jpg,the,1
Sailing Boat on the River Waveney in The Broads National Park . See more :,13330.jpg,River Waveney,1
Sailing Boat on the River Waveney in The Broads National Park . See more :,13330.jpg,The Broads National Park,1
RT @ IndyUSA : Watch the White House light up for marriage equality tonight . # LoveWins,915374.jpg,White House,2
RT @ GoPro : Cruising Grenada with Samson Nelson and friends .,157596.jpg,Grenada,2
RT @ GoPro : Cruising Grenada with Samson Nelson and friends .,157596.jpg,Samson Nelson,2
RT @ ianbremmer : Tony Blair in Riyadh .,35916.jpg,Tony Blair,1
RT @ ianbremmer : Tony Blair in Riyadh .,35916.jpg,Riyadh,1
"RT @ Entrepreneur : Happy Birthday , Steve Jobs .",1925565.jpg,Steve Jobs,2
RT @ educationweek : California is taking a lead - from - behind approach with its new funding plan :,7280.jpg,California,1
NewtonMA : Disability Awareness Book Club at Newton Free Library via @ PragmaticMom,1374916.jpg,Newton Free Library,1
RT @ SkyNews : North Korea should be placed back on US terror list says report,35639.jpg,North Korea,0
RT @ SkyNews : North Korea should be placed back on US terror list says report,35639.jpg,US,1
Yolo # Michigan,118974.jpg,# Michigan,1
"Rep . Howard Coble mingling ahead of press conference , expected to announce retirement .",418340.jpg,Howard Coble,1
"RT @ cravetheauto : CALIFORNIA ! # RAIDERS DONALD PENN signing autographs SUN , MAY17 ! @ DPENN70",163925.jpg,CALIFORNIA,2
"RT @ cravetheauto : CALIFORNIA ! # RAIDERS DONALD PENN signing autographs SUN , MAY17 ! @ DPENN70",163925.jpg,# RAIDERS,2
"RT @ cravetheauto : CALIFORNIA ! # RAIDERS DONALD PENN signing autographs SUN , MAY17 ! @ DPENN70",163925.jpg,DONALD PENN,2
"Pick of the day : Honest , Alma Tavern Theatre . A new play about a run - down street in Horfield .",903187.jpg,Alma Tavern Theatre,1
"Pick of the day : Honest , Alma Tavern Theatre . A new play about a run - down street in Horfield .",903187.jpg,Horfield,1
RT @ Nickalaws : This whole Ashley Madison shit has me like,1842155.jpg,Ashley Madison,1
RT @ dvmonique : PCB had me like . .,94336.jpg,PCB,0
"Good morning , church ! Grab a coffee from Elevate Cafe and join us at 9 or 11 am . Watch online :",91483.jpg,Elevate Cafe,1
"RT @ PLargePro : Chairman , Moustachio , LP , Oxygen , Edan in the Record Store # Academy",94166.jpg,Chairman,1
"RT @ PLargePro : Chairman , Moustachio , LP , Oxygen , Edan in the Record Store # Academy",94166.jpg,Moustachio,1
"RT @ PLargePro : Chairman , Moustachio , LP , Oxygen , Edan in the Record Store # Academy",94166.jpg,LP,1
"RT @ PLargePro : Chairman , Moustachio , LP , Oxygen , Edan in the Record Store # Academy",94166.jpg,Oxygen,1
"RT @ PLargePro : Chairman , Moustachio , LP , Oxygen , Edan in the Record Store # Academy",94166.jpg,Edan,1
"@ MikeAndMike : Kevin Durant being out for season , KD needs bone graft surgery , out 4 - 6 months . Hope he makes it back .",62902.jpg,Kevin Durant,0
"@ MikeAndMike : Kevin Durant being out for season , KD needs bone graft surgery , out 4 - 6 months . Hope he makes it back .",62902.jpg,KD,0
Nokia Is Gearing Up fo . . . # Marketing # Socialmedia # Mercadotecnia,840854.jpg,Nokia,1
NOW : Family of Massachusetts man killed fighting ISIS in Syria speaking to reporters . # FOX25,41900.jpg,Massachusetts,1
NOW : Family of Massachusetts man killed fighting ISIS in Syria speaking to reporters . # FOX25,41900.jpg,ISIS,0
NOW : Family of Massachusetts man killed fighting ISIS in Syria speaking to reporters . # FOX25,41900.jpg,Syria,0
"Please pray for me , Corah is having 10 friends over today ! # birthdayparty # headache",90761.jpg,Corah,2
RT @ ATHNICO : Friends Bon appetite . . . Greetings from Greece,64346.jpg,Bon,1
RT @ ATHNICO : Friends Bon appetite . . . Greetings from Greece,64346.jpg,Greece,1
"New official # advertising platform : Pinterest Launches Paid Ads With Kraft , @ Gap , Others",116856.jpg,Pinterest,1
"New official # advertising platform : Pinterest Launches Paid Ads With Kraft , @ Gap , Others",116856.jpg,Kraft,1
"@ Bflucky @ EddieEddiboy70 Remy wants you to lay back , relax and enjoy your Caturday ! Especially , Daisy ! )",1005255.jpg,Remy,2
"@ Bflucky @ EddieEddiboy70 Remy wants you to lay back , relax and enjoy your Caturday ! Especially , Daisy ! )",1005255.jpg,Daisy,2
